,loss,accuracy,val_loss,val_accuracy
0,2.1154134273529053,0.2383115142583847,1.745546817779541,0.35345980525016785
1,1.76922607421875,0.3436637222766876,1.7884453535079956,0.3275447487831116
2,1.6549358367919922,0.39424702525138855,1.510831594467163,0.4846380054950714
3,1.56632661819458,0.4388933479785919,1.5699615478515625,0.4509751498699188
4,1.509539008140564,0.4637397229671478,1.4344600439071655,0.5070798993110657
5,1.4489861726760864,0.4921483099460602,1.4136251211166382,0.5201709866523743
6,1.3901917934417725,0.5134918689727783,1.3277366161346436,0.5495591759681702
7,1.3524327278137207,0.5269094705581665,1.439350962638855,0.5033395886421204
8,1.3070930242538452,0.5443642735481262,1.2343565225601196,0.5744055509567261
9,1.2761495113372803,0.5565945506095886,1.2610752582550049,0.5669249296188354
10,1.238610029220581,0.5728025436401367,1.1874791383743286,0.5989847779273987
11,1.2040939331054688,0.5845875144004822,1.2376257181167603,0.5730697512626648
12,1.1692041158676147,0.5961943864822388,1.144816517829895,0.612877368927002
13,1.1305111646652222,0.6121352314949036,1.2283028364181519,0.5861608386039734
14,1.1004832983016968,0.6164098978042603,1.3437590599060059,0.5442158579826355
15,1.0616599321365356,0.6347552537918091,1.2791169881820679,0.5770772099494934
16,1.0271899700164795,0.6435419917106628,1.0788685083389282,0.6305102705955505
17,0.9896636009216309,0.6558910012245178,1.1735072135925293,0.6126102209091187
18,0.9510416984558105,0.672366201877594,1.1452738046646118,0.6102057099342346
19,0.9120445847511292,0.6818950772285461,1.089105486869812,0.6580283045768738
20,0.8822004199028015,0.6952533721923828,1.084608554840088,0.6476088762283325
21,0.8482465147972107,0.7051978707313538,1.0012471675872803,0.6727223992347717
22,0.8318682909011841,0.714548647403717,1.0614333152770996,0.6446700692176819
23,0.7784572839736938,0.7333689332008362,1.026157259941101,0.6697835922241211
24,0.7295553088188171,0.7476771473884583,1.1039823293685913,0.6374565958976746
25,0.707053005695343,0.7562857866287231,1.1848535537719727,0.6355864405632019
26,0.6628461480140686,0.771425187587738,1.1452176570892334,0.6502805352210999
27,0.6353133320808411,0.7816368341445923,1.0991783142089844,0.6521506905555725
28,0.5924006104469299,0.7953810095787048,1.012316346168518,0.6887523531913757
29,0.5658221244812012,0.8042271733283997,1.2531789541244507,0.6366550922393799
